t,MV,PV,DV
0.000000000000000000e+00,5.000000000000000000e+01,5.667000000000000171e+01,3.000000000000000000e+01
1.000000000000000000e+00,5.000000000000000000e+01,5.667000000000000171e+01,3.000000000000000000e+01
2.000000000000000000e+00,5.000000000000000000e+01,5.667000000000000171e+01,3.000000000000000000e+01
3.000000000000000000e+00,5.000000000000000000e+01,5.667000000000000171e+01,3.000000000000000000e+01
4.000000000000000000e+00,5.000000000000000000e+01,5.667000000000000171e+01,3.000000000000000000e+01
5.000000000000000000e+00,5.000000000000000000e+01,5.667000000000000171e+01,3.000000000000000000e+01
6.000000000000000000e+00,5.000000000000000000e+01,5.667000000000000171e+01,3.000000000000000000e+01
7.000000000000000000e+00,5.000000000000000000e+01,5.672999999999999687e+01,3.000000000000000000e+01
8.000000000000000000e+00,5.000000000000000000e+01,5.679999999999999716e+01,3.000000000000000000e+01
9.000000000000000000e+00,5.000000000000000000e+01,5.670000000000000284e+01,3.000000000000000000e+01
1.000000000000000000e+01,5.000000000000000000e+01,5.685999999999999943e+01,7.000000000000000000e+01
1.100000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
1.200000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
1.300000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
1.400000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
1.500000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
1.600000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
1.700000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
1.800000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
1.900000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
2.000000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
2.100000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
2.200000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
2.300000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
2.400000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
2.500000000000000000e+01,5.000000000000000000e+01,5.699000000000000199e+01,7.000000000000000000e+01
2.600000000000000000e+01,5.000000000000000000e+01,5.718999999999999773e+01,7.000000000000000000e+01
2.700000000000000000e+01,5.000000000000000000e+01,5.731000000000000227e+01,7.000000000000000000e+01
2.800000000000000000e+01,5.000000000000000000e+01,5.728000000000000114e+01,7.000000000000000000e+01
2.900000000000000000e+01,5.000000000000000000e+01,5.731000000000000227e+01,7.000000000000000000e+01
3.000000000000000000e+01,5.000000000000000000e+01,5.731000000000000227e+01,7.000000000000000000e+01
3.100000000000000000e+01,5.000000000000000000e+01,5.731000000000000227e+01,7.000000000000000000e+01
3.200000000000000000e+01,5.000000000000000000e+01,5.738000000000000256e+01,7.000000000000000000e+01
