t,MV,MVP,MVI,MVD,SP,PV,DV,Man,
1.000699999999999923e+00,1.000000000000000000e+02,7.740418347867330340e+01,-3.686418347867330425e+01,2.973000000000000043e+01,5.000000000000000000e+01,2.966000000000000014e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.003200000000000092e+00,8.923651891520746915e+01,7.767148948969980893e+01,-3.654883954526236067e+01,1.846048101215674109e+01,5.000000000000000000e+01,2.976000000000000156e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.004000000000000004e+00,8.192503376138007809e+01,7.728962375966194998e+01,-3.623504597533918314e+01,1.129348263618845216e+01,5.000000000000000000e+01,2.976000000000000156e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.004599999999999937e+00,7.785029308497409772e+01,7.728962375966194998e+01,-3.592125240541600562e+01,6.981166092707742798e+00,5.000000000000000000e+01,2.966000000000000014e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.005600000000000271e+00,7.592381171129216000e+01,7.767148948969980893e+01,-3.560590847200506204e+01,4.433496350964814425e+00,5.000000000000000000e+01,2.978999999999999915e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.006199999999999761e+00,7.381856303737339431e+01,7.717506404065059655e+01,-3.529258001112820864e+01,2.587170059273267597e+00,5.000000000000000000e+01,2.973000000000000043e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.005200000000000315e+00,7.336923923533321101e+01,7.740418347867330340e+01,-3.497832133215869987e+01,1.670098137786225845e+00,5.000000000000000000e+01,2.985999999999999943e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.010300000000000864e+00,7.231847478386464445e+01,7.690775802962409102e+01,-3.466607812572328129e+01,8.789510334898725796e-01,5.000000000000000000e+01,2.982999999999999829e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.011200000000000543e+00,7.237029047110222280e+01,7.702231774863545866e+01,-3.435336981024153857e+01,5.787394000308073716e-01,5.000000000000000000e+01,2.992000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.001040000000000063e+01,7.193566679888031956e+01,7.667863859160136997e+01,-3.404205682189878246e+01,2.515287204655807241e-01,5.000000000000000000e+01,2.992000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.101169999999999938e+01,7.207608233431272993e+01,7.667863859160136997e+01,-3.373074383355601924e+01,1.554847013293955693e-01,5.000000000000000000e+01,2.992000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.201140000000000008e+01,7.225336432154459487e+01,7.667863859160136997e+01,-3.341943084521325602e+01,9.611424215390752812e-02,5.000000000000000000e+01,2.992000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.301229999999999976e+01,7.245350878872304179e+01,7.667863859160136997e+01,-3.310811785687049280e+01,5.941386815445791336e-02,5.000000000000000000e+01,3.014999999999999858e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.401420000000000066e+01,7.151454012633340085e+01,7.580034741251431285e+01,-3.280037070454958581e+01,-2.347345192874552566e-01,5.000000000000000000e+01,3.021000000000000085e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.501449999999999996e+01,7.153696797798093598e+01,7.557122797449159179e+01,-3.249355377032134129e+01,-2.159193201374471072e-01,5.000000000000000000e+01,3.023999999999999844e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.601350000000000051e+01,7.170190498464610585e+01,7.545666825548025258e+01,-3.218720194513942090e+01,-1.688804871730712476e-01,5.000000000000000000e+01,3.028000000000000114e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.701450000000000173e+01,7.179846164572403211e+01,7.530392196346510048e+01,-3.188147026535260764e+01,-1.516057006709111421e-01,5.000000000000000000e+01,3.044000000000000128e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.801520000000000010e+01,7.128626034783061982e+01,7.469293679540453468e+01,-3.157821916714621580e+01,-2.825593440915624699e-01,5.000000000000000000e+01,3.057000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.901480000000000103e+01,7.097220427839388890e+01,7.419651134635532230e+01,-3.127698354147391413e+01,-3.281014446780169402e-01,5.000000000000000000e+01,3.057000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.001529999999999987e+01,7.132558734676635481e+01,7.419651134635532230e+01,-3.097574791580161246e+01,-2.028188074788284112e-01,5.000000000000000000e+01,3.057000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.101709999999999923e+01,7.163132081131558948e+01,7.419651134635532230e+01,-3.067451229012931080e+01,-1.253742381643654369e-01,5.000000000000000000e+01,3.085999999999999943e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.201670000000000016e+01,7.045348622902471902e+01,7.308910072924554413e+01,-3.037777271857152073e+01,-4.197790228690527758e-01,5.000000000000000000e+01,3.089000000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.301679999999999993e+01,7.068751057341998489e+01,7.297454101023417650e+01,-3.008149825606005834e+01,-2.948981639363956742e-01,5.000000000000000000e+01,3.089000000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.401729999999999876e+01,7.102400504659958358e+01,7.297454101023417650e+01,-2.978522379354859595e+01,-1.822939060691164126e-01,5.000000000000000000e+01,3.114999999999999858e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.501910000000000167e+01,7.001393748649159932e+01,7.198169011213576596e+01,-2.949298027610531747e+01,-4.195563672479045159e-01,5.000000000000000000e+01,3.121000000000000085e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.601989999999999981e+01,7.009350746631159268e+01,7.175257067411304490e+01,-2.920166697675469791e+01,-3.301685787353724755e-01,5.000000000000000000e+01,3.121000000000000085e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.701930000000000121e+01,7.043906661853424112e+01,7.175257067411304490e+01,-2.891035367740407835e+01,-2.040966246637638815e-01,5.000000000000000000e+01,3.137000000000000099e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.801980000000000004e+01,6.993436270970855162e+01,7.114158550605247910e+01,-2.862152095963388021e+01,-3.150070726230227436e-01,5.000000000000000000e+01,3.153000000000000114e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.902029999999999887e+01,6.946971300739225796e+01,7.053060033799189910e+01,-2.833516882344409993e+01,-3.835673461509701010e-01,5.000000000000000000e+01,3.162999999999999901e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.002149999999999963e+01,6.932981175478673208e+01,7.014873460795405435e+01,-2.805036705074208214e+01,-3.551323824256841233e-01,5.000000000000000000e+01,3.182000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
