t,MV,MVP,MVD,SP,PV,DV,Man,
0.000000000000000000e+00,1.000000000000000000e+02,9.164777520908532438e+01,2.600000000000000000e+01,5.000000000000000000e+01,2.600000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+02,9.164777520908532438e+01,1.607212976347754818e+01,5.000000000000000000e+01,2.623813351290117879e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+02,9.073842493158043965e+01,9.654067588607865957e+00,5.000000000000000000e+01,2.647541960717477849e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+02,8.983231065540424254e+01,5.687685919841029225e+00,5.000000000000000000e+01,2.671186141304509931e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+02,8.892942042730285834e+01,3.236828527056865301e+00,5.000000000000000000e+01,2.694746204883787755e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+02,8.802974233945893445e+01,1.722802177784285016e+00,5.000000000000000000e+01,2.718222462102644954e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+02,8.713326452931539734e+01,7.878825504153147419e-01,5.000000000000000000e+01,2.741615222427776644e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+02,8.623997517939969271e+01,2.109392082525294865e-01,5.000000000000000000e+01,2.764924794149818510e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+00,1.000000000000000000e+02,8.534986251714896355e+01,-1.447215684101617883e-01,5.000000000000000000e+01,2.788151484387913115e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+02,8.446291481473565455e+01,-3.635981965524858195e-01,5.000000000000000000e+01,2.811295599094252751e+01,5.000000000000000000e+01,0.000000000000000000e+00
