t,MV,MVP,MVI,MVD,SP,PV,DV,
0.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+02,-3.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.000000000000000000e+01,5.000000000000000000e+01
1.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+02,-3.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.012949142489991416e+01,5.000000000000000000e+01
2.000000000000000000e+00,7.000000000000000000e+01,9.935254287550043273e+01,-2.935254287550043273e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.025834284868827950e+01,5.000000000000000000e+01
3.000000000000000000e+00,7.000000000000000000e+01,9.870828575655860959e+01,-2.870828575655860959e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.038655743451990077e+01,5.000000000000000000e+01
4.000000000000000000e+00,7.000000000000000000e+01,9.806721282740049617e+01,-2.806721282740049617e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.051413832991593722e+01,5.000000000000000000e+01
5.000000000000000000e+00,7.000000000000000000e+01,9.742930835042031390e+01,-2.742930835042031390e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.064108866684117771e+01,5.000000000000000000e+01
6.000000000000000000e+00,7.000000000000000000e+01,9.679455666579411854e+01,-2.679455666579411854e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.076741156178092496e+01,5.000000000000000000e+01
7.000000000000000000e+00,7.000000000000000000e+01,9.616294219109536812e+01,-2.616294219109536812e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.089311011581749256e+01,5.000000000000000000e+01
8.000000000000000000e+00,7.000000000000000000e+01,9.553444942091253722e+01,-2.553444942091253722e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.101818741470635032e+01,5.000000000000000000e+01
9.000000000000000000e+00,7.000000000000000000e+01,9.490906292646825193e+01,-2.490906292646825193e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.114264652895185748e+01,5.000000000000000000e+01
1.000000000000000000e+01,7.000000000000000000e+01,9.428676735524071262e+01,-2.428676735524071262e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.126649051388265477e+01,5.000000000000000000e+01
1.100000000000000000e+01,7.000000000000000000e+01,9.366754743058672261e+01,-2.366754743058672261e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.138972240972665873e+01,5.000000000000000000e+01
1.200000000000000000e+01,7.000000000000000000e+01,9.305138795136670637e+01,-2.305138795136670637e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.151234524168570061e+01,5.000000000000000000e+01
1.300000000000000000e+01,7.000000000000000000e+01,9.243827379157150403e+01,-2.243827379157150403e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.163436202000979591e+01,5.000000000000000000e+01
1.400000000000000000e+01,7.000000000000000000e+01,9.182818989995101333e+01,-2.182818989995101333e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.175577574007103365e+01,5.000000000000000000e+01
1.500000000000000000e+01,7.000000000000000000e+01,9.122112129964483529e+01,-2.122112129964483529e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.187658938243711404e+01,5.000000000000000000e+01
1.600000000000000000e+01,7.000000000000000000e+01,9.061705308781442625e+01,-2.061705308781442625e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.199680591294451659e+01,5.000000000000000000e+01
1.700000000000000000e+01,7.000000000000000000e+01,9.001597043527740993e+01,-2.001597043527740993e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.211642828277130945e+01,5.000000000000000000e+01
1.800000000000000000e+01,7.000000000000000000e+01,8.941785858614345273e+01,-1.941785858614345273e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.223545942850959989e+01,5.000000000000000000e+01
1.900000000000000000e+01,7.000000000000000000e+01,8.882270285745200056e+01,-1.882270285745200056e+01,0.000000000000000000e+00,4.000000000000000000e+01,2.235390227223761883e+01,5.000000000000000000e+01
