t,MV,MVP,SP,PV,DV,
0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+02,4.000000000000000000e+01,4.000000000000000000e+01,5.000000000000000000e+01
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,3.999007099240430563e+01,5.000000000000000000e+01
2.000000000000000111e-01,9.929007595694372412e-02,9.929007595694372412e-02,4.000000000000000000e+01,3.998017944718151284e+01,5.000000000000000000e+01
3.000000000000000444e-01,1.982055281848715822e-01,1.982055281848715822e-01,4.000000000000000000e+01,3.997032522298522395e+01,5.000000000000000000e+01
4.000000000000000222e-01,2.967477701477605478e-01,2.967477701477605478e-01,4.000000000000000000e+01,3.996050817900236041e+01,5.000000000000000000e+01
5.000000000000000000e-01,3.949182099763959286e-01,3.949182099763959286e-01,4.000000000000000000e+01,3.995072817495110939e+01,5.000000000000000000e+01
6.000000000000000888e-01,4.927182504889060510e-01,4.927182504889060510e-01,4.000000000000000000e+01,3.994098507107898399e+01,5.000000000000000000e+01
7.000000000000000666e-01,5.901492892101600773e-01,5.901492892101600773e-01,4.000000000000000000e+01,3.993127872816074841e+01,5.000000000000000000e+01
8.000000000000000444e-01,6.872127183925158533e-01,6.872127183925158533e-01,4.000000000000000000e+01,3.992160900749648533e+01,5.000000000000000000e+01
9.000000000000000222e-01,7.839099250351466708e-01,7.839099250351466708e-01,4.000000000000000000e+01,3.991197577090959214e+01,5.000000000000000000e+01
1.000000000000000000e+00,8.802422909040785726e-01,8.802422909040785726e-01,4.000000000000000000e+01,3.990237888074481276e+01,5.000000000000000000e+01
1.100000000000000089e+00,9.762111925518723865e-01,9.762111925518723865e-01,4.000000000000000000e+01,3.989281819986626232e+01,5.000000000000000000e+01
1.200000000000000178e+00,1.071818001337376813e+00,1.071818001337376813e+00,4.000000000000000000e+01,3.988329359165547316e+01,5.000000000000000000e+01
1.300000000000000044e+00,1.167064083445268352e+00,1.167064083445268352e+00,4.000000000000000000e+01,3.987380492000944798e+01,5.000000000000000000e+01
1.400000000000000133e+00,1.261950799905520171e+00,1.261950799905520171e+00,4.000000000000000000e+01,3.986435204933870580e+01,5.000000000000000000e+01
1.500000000000000000e+00,1.356479506612942032e+00,1.356479506612942032e+00,4.000000000000000000e+01,3.985493484456534929e+01,5.000000000000000000e+01
1.600000000000000089e+00,1.450651554346507055e+00,1.450651554346507055e+00,4.000000000000000000e+01,3.984555317112112505e+01,5.000000000000000000e+01
1.700000000000000178e+00,1.544468288788749533e+00,1.544468288788749533e+00,4.000000000000000000e+01,3.983620689494551925e+01,5.000000000000000000e+01
1.800000000000000044e+00,1.637931050544807476e+00,1.637931050544807476e+00,4.000000000000000000e+01,3.982689588248382506e+01,5.000000000000000000e+01
1.900000000000000133e+00,1.731041175161749379e+00,1.731041175161749379e+00,4.000000000000000000e+01,3.981762000068524543e+01,5.000000000000000000e+01
2.000000000000000000e+00,1.823799993147545706e+00,1.823799993147545706e+00,4.000000000000000000e+01,3.980837911700098175e+01,5.000000000000000000e+01
2.100000000000000089e+00,1.916208829990182494e+00,1.916208829990182494e+00,4.000000000000000000e+01,3.979917309938235093e+01,5.000000000000000000e+01
2.200000000000000178e+00,2.008269006176490734e+00,2.008269006176490734e+00,4.000000000000000000e+01,3.979000181627888821e+01,5.000000000000000000e+01
2.300000000000000266e+00,2.099981837211117863e+00,2.099981837211117863e+00,4.000000000000000000e+01,3.978086513663646429e+01,5.000000000000000000e+01
2.400000000000000355e+00,2.191348633635357146e+00,2.191348633635357146e+00,4.000000000000000000e+01,3.977176292989544493e+01,5.000000000000000000e+01
2.500000000000000000e+00,2.282370701045550732e+00,2.282370701045550732e+00,4.000000000000000000e+01,3.976269506598877257e+01,5.000000000000000000e+01
2.600000000000000089e+00,2.373049340112274308e+00,2.373049340112274308e+00,4.000000000000000000e+01,3.975366141534014730e+01,5.000000000000000000e+01
